,zipcode,N1
325,90064,2630.0
326,90064,1810.0
327,90064,1240.0
328,90064,2480.0
329,90064,2490.0
330,90065,8890.0
331,90065,5240.0
332,90065,2470.0
333,90065,1430.0
334,90065,2190.0
335,90065,590.0
336,90066,8990.0
337,90066,6490.0
338,90066,4110.0
339,90066,2470.0
340,90066,3980.0
341,90066,2090.0
342,90067,580.0
343,90067,340.0
344,90067,230.0
345,90067,230.0
346,90067,540.0
347,90067,1270.0
348,90068,3430.0
349,90068,2440.0
350,90068,1620.0
351,90068,1070.0
352,90068,1870.0
353,90068,1510.0
354,90069,3640.0
355,90069,2720.0
356,90069,2130.0
357,90069,1510.0
358,90069,2250.0
359,90069,1680.0
360,90077,920.0
361,90077,440.0
362,90077,320.0
363,90077,280.0
364,90077,720.0
365,90077,1430.0
366,90094,520.0
367,90094,410.0
368,90094,370.0
369,90094,300.0
370,90094,700.0
371,90094,530.0
372,90201,21770.0
373,90201,11220.0
374,90201,3130.0
375,90201,910.0
376,90201,420.0
377,90201,40.0
378,90210,2560.0
379,90210,1140.0
380,90210,790.0
381,90210,620.0
382,90210,1400.0
383,90210,3260.0
384,90211,1630.0
385,90211,970.0
386,90211,660.0
387,90211,430.0
388,90211,780.0
389,90211,860.0
390,90212,2190.0
391,90212,1220.0
392,90212,900.0
393,90212,700.0
394,90212,1170.0
395,90212,1640.0
396,90220,11100.0
397,90220,6110.0
398,90220,2400.0
399,90220,860.0
400,90220,500.0
401,90220,30.0
402,90221,12250.0
403,90221,6150.0
404,90221,1830.0
405,90221,650.0
406,90221,330.0
407,90221,0.0
408,90222,7260.0
409,90222,3640.0
410,90222,1150.0
411,90222,400.0
412,90222,190.0
413,90222,0.0
414,90230,4980.0
415,90230,3150.0
416,90230,2250.0
417,90230,1660.0
418,90230,2740.0
419,90230,930.0
420,90232,2500.0
421,90232,1920.0
422,90232,1240.0
423,90232,870.0
424,90232,1300.0
425,90232,610.0
426,90240,4330.0
427,90240,2770.0
428,90240,1660.0
429,90240,1020.0
430,90240,1460.0
431,90240,350.0
432,90241,8240.0
433,90241,5410.0
434,90241,2670.0
435,90241,1540.0
436,90241,1760.0
437,90241,320.0
438,90242,7820.0
439,90242,5060.0
440,90242,2660.0
441,90242,1390.0
442,90242,1400.0
443,90242,120.0
444,90245,2350.0
445,90245,1610.0
446,90245,1460.0
447,90245,1110.0
448,90245,1950.0
449,90245,940.0
450,90247,10110.0
451,90247,6410.0
452,90247,3030.0
453,90247,1400.0
454,90247,1200.0
455,90247,100.0
456,90248,2100.0
457,90248,1360.0
458,90248,800.0
459,90248,450.0
460,90248,530.0
461,90248,150.0
462,90249,5620.0
463,90249,3350.0
464,90249,1850.0
465,90249,1040.0
466,90249,1120.0
467,90249,100.0
468,90250,19350.0
469,90250,12390.0
470,90250,5010.0
471,90250,2410.0
472,90250,2700.0
473,90250,490.0
474,90254,2110.0
475,90254,1800.0
476,90254,1580.0
477,90254,1320.0
478,90254,2290.0
479,90254,1830.0
480,90255,17580.0
481,90255,8840.0
482,90255,2550.0
483,90255,850.0
484,90255,390.0
485,90255,30.0
486,90260,7030.0
487,90260,4430.0
488,90260,2020.0
489,90260,940.0
490,90260,910.0
491,90260,100.0
492,90262,14450.0
493,90262,8150.0
494,90262,2770.0
495,90262,990.0
496,90262,470.0
497,90262,0.0
498,90265,2160.0
499,90265,1060.0
500,90265,750.0
501,90265,530.0
502,90265,1240.0
503,90265,1650.0
504,90266,3570.0
505,90266,1910.0
506,90266,1760.0
507,90266,1480.0
508,90266,3430.0
509,90266,4990.0
510,90270,5950.0
511,90270,3300.0
512,90270,900.0
513,90270,250.0
514,90270,110.0
515,90270,0.0
516,90272,2430.0
517,90272,1120.0
518,90272,850.0
519,90272,710.0
520,90272,1850.0
521,90272,3580.0
522,90274,2820.0
523,90274,1240.0
524,90274,1150.0
525,90274,890.0
526,90274,2580.0
527,90274,3890.0
528,90275,4350.0
529,90275,2290.0
530,90275,2010.0
531,90275,1710.0
532,90275,4730.0
533,90275,3920.0
534,90277,4330.0
535,90277,3190.0
536,90277,2870.0
537,90277,2260.0
538,90277,4250.0
539,90277,2380.0
540,90278,4870.0
541,90278,3350.0
542,90278,2750.0
543,90278,2240.0
544,90278,4610.0
545,90278,2150.0
546,90280,20350.0
547,90280,11780.0
548,90280,4470.0
549,90280,1690.0
550,90280,910.0
551,90280,60.0
552,90290,870.0
553,90290,460.0
554,90290,370.0
555,90290,260.0
556,90290,580.0
557,90290,460.0
558,90291,4350.0
559,90291,3080.0
560,90291,2060.0
561,90291,1380.0
562,90291,2260.0
563,90291,1440.0
564,90292,2660.0
565,90292,2040.0
566,90292,1900.0
567,90292,1550.0
568,90292,3170.0
569,90292,1780.0
570,90293,1470.0
571,90293,1260.0
572,90293,1200.0
573,90293,1000.0
574,90293,1490.0
575,90293,670.0
576,90301,8320.0
577,90301,5140.0
578,90301,1820.0
579,90301,650.0
580,90301,350.0
581,90301,40.0
582,90302,6370.0
583,90302,3910.0
584,90302,1710.0
585,90302,720.0
586,90302,540.0
587,90302,70.0
588,90303,5800.0
589,90303,3290.0
590,90303,1170.0
591,90303,570.0
592,90303,370.0
593,90303,30.0
594,90304,6510.0
595,90304,3390.0
596,90304,950.0
597,90304,290.0
598,90304,170.0
599,90304,20.0
600,90305,2980.0
601,90305,1980.0
602,90305,1390.0
603,90305,780.0
604,90305,830.0
605,90305,90.0
606,90401,1220.0
607,90401,860.0
608,90401,630.0
609,90401,430.0
610,90401,680.0
611,90401,440.0
612,90402,1270.0
613,90402,680.0
614,90402,500.0
615,90402,350.0
616,90402,860.0
617,90402,1850.0
618,90403,3460.0
619,90403,2580.0
620,90403,2230.0
621,90403,1590.0
622,90403,2760.0
623,90403,1850.0
624,90404,3620.0
625,90404,2630.0
626,90404,1770.0
627,90404,1010.0
628,90404,1520.0
629,90404,630.0
630,90405,4130.0
631,90405,2720.0
632,90405,2140.0
633,90405,1520.0
634,90405,2650.0
635,90405,1970.0
636,90501,7800.0
637,90501,4740.0
638,90501,2530.0
639,90501,1640.0
640,90501,2490.0
641,90501,600.0
642,90502,3060.0
643,90502,2060.0
644,90502,1310.0
645,90502,810.0
646,90502,1040.0
647,90502,140.0
648,90503,5560.0
649,90503,3910.0
650,90503,3140.0
651,90503,2290.0
652,90503,4520.0
653,90503,1410.0
654,90504,5580.0
655,90504,3590.0
656,90504,2320.0
657,90504,1680.0
658,90504,2700.0
659,90504,450.0
660,90505,4870.0
661,90505,3180.0
662,90505,2470.0
663,90505,1880.0
664,90505,3620.0
665,90505,1510.0
666,90601,5040.0
667,90601,3580.0
668,90601,2190.0
669,90601,1480.0
670,90601,1890.0
671,90601,420.0
672,90602,4480.0
673,90602,2820.0
674,90602,1310.0
675,90602,700.0
676,90602,930.0
677,90602,210.0
678,90603,3030.0
679,90603,1800.0
680,90603,1380.0
681,90603,1200.0
682,90603,1870.0
683,90603,400.0
684,90604,6610.0
685,90604,4490.0
686,90604,2550.0
687,90604,1690.0
688,90604,2100.0
689,90604,140.0
690,90605,7330.0
691,90605,4690.0
692,90605,2450.0
693,90605,1520.0
694,90605,1580.0
695,90605,350.0
696,90606,5900.0
697,90606,4090.0
698,90606,2080.0
699,90606,1090.0
700,90606,980.0
701,90606,70.0
702,90620,8020.0
703,90620,5160.0
704,90620,3080.0
705,90620,2130.0
706,90620,2830.0
707,90620,310.0
708,90621,7030.0
709,90621,4220.0
710,90621,1820.0
711,90621,1020.0
712,90621,1150.0
713,90621,260.0
714,90623,2360.0
715,90623,1480.0
716,90623,990.0
717,90623,750.0
718,90623,1450.0
719,90623,340.0
720,90630,7360.0
721,90630,4690.0
722,90630,3190.0
723,90630,2560.0
724,90630,4270.0
725,90630,1100.0
726,90631,11710.0
727,90631,7560.0
728,90631,4200.0
729,90631,2640.0
730,90631,3690.0
731,90631,980.0
732,90638,7230.0
733,90638,4560.0
734,90638,3120.0
735,90638,2290.0
736,90638,3620.0
737,90638,590.0
738,90640,12620.0
739,90640,7820.0
740,90640,3650.0
741,90640,1790.0
742,90640,1910.0
743,90640,280.0
744,90650,19000.0
745,90650,12510.0
746,90650,6630.0
747,90650,3480.0
748,90650,2830.0
749,90650,150.0
750,90660,12310.0
751,90660,8130.0
752,90660,3920.0
753,90660,1900.0
754,90660,1580.0
755,90660,100.0
756,90670,2950.0
757,90670,2000.0
758,90670,1150.0
759,90670,670.0
760,90670,730.0
761,90670,100.0
762,90680,6200.0
763,90680,3660.0
764,90680,1680.0
765,90680,900.0
766,90680,770.0
767,90680,60.0
768,90701,3300.0
769,90701,1860.0
770,90701,920.0
771,90701,540.0
772,90701,550.0
773,90701,80.0
774,90703,7180.0
775,90703,4660.0
776,90703,3290.0
777,90703,2670.0
778,90703,4720.0
779,90703,1420.0
780,90706,14370.0
781,90706,9290.0
782,90706,4500.0
783,90706,2350.0
784,90706,2310.0
785,90706,210.0
786,90710,4850.0
787,90710,2860.0
788,90710,1570.0
789,90710,990.0
790,90710,1320.0
791,90710,190.0
792,90712,4580.0
793,90712,3120.0
794,90712,2280.0
795,90712,1900.0
796,90712,2890.0
797,90712,360.0
798,90713,3970.0
799,90713,2530.0
800,90713,2030.0
801,90713,1870.0
802,90713,3040.0
803,90713,330.0
804,90715,3610.0
805,90715,2340.0
806,90715,1380.0
807,90715,890.0
808,90715,940.0
809,90715,70.0
810,90716,3220.0
811,90716,1700.0
812,90716,580.0
813,90716,170.0
814,90716,120.0
815,90716,0.0
816,90717,3710.0
817,90717,2470.0
818,90717,1430.0
819,90717,950.0
820,90717,1400.0
821,90717,230.0
822,90720,3200.0
823,90720,1840.0
824,90720,1400.0
825,90720,1070.0
826,90720,2180.0
827,90720,1190.0
828,90723,11910.0
829,90723,6730.0
830,90723,2640.0
831,90723,990.0
832,90723,590.0
833,90723,40.0
834,90731,10880.0
835,90731,6130.0
836,90731,3240.0
837,90731,2150.0
838,90731,2770.0
839,90731,490.0
840,90732,2660.0
841,90732,1740.0
842,90732,1660.0
843,90732,1250.0
844,90732,2250.0
845,90732,640.0
846,90740,4020.0
847,90740,2570.0
848,90740,1950.0
849,90740,1330.0
850,90740,2390.0
851,90740,1120.0
852,90744,11430.0
853,90744,5980.0
854,90744,2120.0
855,90744,980.0
856,90744,960.0
857,90744,80.0
858,90745,10800.0
859,90745,6920.0
860,90745,3880.0
861,90745,2240.0
862,90745,2520.0
863,90745,210.0
864,90746,4760.0
865,90746,3190.0
866,90746,2170.0
867,90746,1430.0
868,90746,1670.0
869,90746,200.0
870,90755,1980.0
871,90755,1300.0
872,90755,830.0
873,90755,620.0
874,90755,760.0
875,90755,230.0
876,90802,7780.0
877,90802,5310.0
878,90802,2790.0
879,90802,1530.0
880,90802,1580.0
881,90802,400.0
882,90803,4300.0
883,90803,3490.0
884,90803,2900.0
885,90803,2080.0
886,90803,3290.0
887,90803,1910.0
888,90804,8210.0
889,90804,5070.0
890,90804,2140.0
891,90804,1020.0
892,90804,860.0
893,90804,160.0
894,90805,19720.0
895,90805,11140.0
896,90805,4710.0
897,90805,2120.0
898,90805,1480.0
899,90805,70.0
900,90806,9400.0
901,90806,4830.0
902,90806,1820.0
903,90806,950.0
904,90806,950.0
905,90806,110.0
906,90807,4990.0
907,90807,3620.0
908,90807,2610.0
909,90807,1680.0
910,90807,2550.0
911,90807,800.0
912,90808,5170.0
913,90808,3250.0
914,90808,2660.0
915,90808,2330.0
916,90808,4770.0
917,90808,1080.0
918,90810,7420.0
919,90810,4570.0
920,90810,2060.0
921,90810,1050.0
922,90810,830.0
923,90810,70.0
924,90813,13390.0
925,90813,5550.0
926,90813,1400.0
927,90813,460.0
928,90813,280.0
929,90813,20.0
930,90814,3120.0
931,90814,2410.0
932,90814,1620.0
933,90814,990.0
934,90814,1310.0
935,90814,520.0
936,90815,5220.0
937,90815,3390.0
938,90815,2750.0
939,90815,2240.0
940,90815,4130.0
941,90815,1040.0
942,91001,5720.0
943,91001,3190.0
944,91001,2150.0
945,91001,1680.0
946,91001,2920.0
947,91001,1510.0
948,91006,4670.0
949,91006,2720.0
950,91006,1770.0
951,91006,1300.0
952,91006,2500.0
953,91006,1470.0
954,91007,4720.0
955,91007,2900.0
956,91007,1860.0
957,91007,1260.0
958,91007,2260.0
959,91007,1140.0
960,91008,140.0
961,91008,70.0
962,91008,50.0
963,91008,30.0
964,91008,100.0
965,91008,100.0
966,91010,4670.0
967,91010,3030.0
968,91010,1650.0
969,91010,1000.0
970,91010,1220.0
971,91010,200.0
972,91011,2370.0
973,91011,1020.0
974,91011,770.0
975,91011,700.0
976,91011,1780.0
977,91011,2770.0
978,91016,6820.0
979,91016,4310.0
980,91016,2690.0
981,91016,1720.0
982,91016,2710.0
983,91016,720.0
984,91020,1140.0
985,91020,880.0
986,91020,590.0
987,91020,390.0
988,91020,480.0
989,91020,110.0
990,91024,1330.0
991,91024,900.0
992,91024,750.0
993,91024,550.0
994,91024,1100.0
995,91024,720.0
996,91030,3280.0
997,91030,2160.0
998,91030,1770.0
999,91030,1320.0
1000,91030,2230.0
1001,91030,1510.0
1002,91040,3360.0
1003,91040,2130.0
1004,91040,1400.0
1005,91040,1020.0
1006,91040,1440.0
1007,91040,320.0
1008,91042,4690.0
1009,91042,2910.0
1010,91042,1750.0
1011,91042,1090.0
1012,91042,1470.0
1013,91042,250.0
1014,91101,2980.0
1015,91101,2010.0
1016,91101,1520.0
1017,91101,1090.0
1018,91101,1400.0
1019,91101,510.0
1020,91103,5550.0
1021,91103,2560.0
1022,91103,1190.0
1023,91103,710.0
1024,91103,1050.0
1025,91103,740.0
1026,91104,6080.0
1027,91104,3530.0
1028,91104,2140.0
1029,91104,1310.0
1030,91104,2380.0
1031,91104,850.0
1032,91105,1370.0
1033,91105,810.0
1034,91105,700.0
1035,91105,630.0
1036,91105,1350.0
1037,91105,1510.0
1038,91106,3620.0
1039,91106,2470.0
1040,91106,1700.0
1041,91106,1140.0
1042,91106,1630.0
1043,91106,1050.0
1044,91107,4770.0
1045,91107,3080.0
1046,91107,2190.0
1047,91107,1510.0
1048,91107,2900.0
1049,91107,1600.0
1050,91108,1610.0
1051,91108,730.0
1052,91108,560.0
1053,91108,410.0
1054,91108,1150.0
1055,91108,1820.0
1056,91201,4230.0
1057,91201,2470.0
1058,91201,1270.0
1059,91201,730.0
1060,91201,1050.0
1061,91201,320.0
1062,91202,3510.0
1063,91202,2230.0
1064,91202,1500.0
1065,91202,990.0
1066,91202,1420.0
1067,91202,620.0
1068,91203,2640.0
1069,91203,1650.0
1070,91203,920.0
1071,91203,500.0
1072,91203,490.0
1073,91203,130.0
1074,91204,3260.0
1075,91204,1880.0
1076,91204,800.0
1077,91204,380.0
1078,91204,330.0
1079,91204,60.0
1080,91205,7770.0
1081,91205,4240.0
1082,91205,1800.0
1083,91205,930.0
1084,91205,950.0
1085,91205,150.0
1086,91206,5430.0
1087,91206,3270.0
1088,91206,2030.0
1089,91206,1320.0
1090,91206,1910.0
1091,91206,780.0
1092,91207,1380.0
1093,91207,820.0
1094,91207,640.0
1095,91207,410.0
1096,91207,890.0
1097,91207,640.0
1098,91208,2080.0
1099,91208,1250.0
1100,91208,930.0
1101,91208,750.0
1102,91208,1600.0
1103,91208,990.0
1104,91210,40.0
1105,91210,30.0
1106,91210,40.0
1107,91210,0.0
1108,91210,50.0
1109,91210,40.0
1110,91214,4170.0
1111,91214,2440.0
1112,91214,1840.0
1113,91214,1440.0
1114,91214,2970.0
1115,91214,1110.0
1116,91301,3640.0
1117,91301,1850.0
1118,91301,1330.0
1119,91301,1120.0
1120,91301,2670.0
1121,91301,1820.0
1122,91302,3300.0
1123,91302,1590.0
1124,91302,1080.0
1125,91302,900.0
1126,91302,2100.0
1127,91302,2880.0
1128,91303,6050.0
1129,91303,3250.0
1130,91303,1430.0
1131,91303,690.0
1132,91303,680.0
1133,91303,90.0
1134,91304,9300.0
1135,91304,5460.0
1136,91304,2640.0
1137,91304,1680.0
1138,91304,2650.0
1139,91304,790.0
1140,91306,9050.0
1141,91306,5160.0
1142,91306,2620.0
1143,91306,1620.0
1144,91306,1970.0
1145,91306,230.0
1146,91307,3470.0
1147,91307,1960.0
1148,91307,1450.0
1149,91307,1200.0
1150,91307,2410.0
1151,91307,1020.0
1152,91311,5880.0
1153,91311,3760.0
1154,91311,2660.0
1155,91311,1810.0
1156,91311,2940.0
1157,91311,1070.0
1158,91316,4480.0
1159,91316,2780.0
1160,91316,1860.0
1161,91316,1160.0
1162,91316,1940.0
1163,91316,1370.0
1164,91320,6180.0
1165,91320,3210.0
1166,91320,2270.0
1167,91320,2060.0
1168,91320,4670.0
1169,91320,2460.0
1170,91321,6500.0
1171,91321,3410.0
1172,91321,1840.0
1173,91321,1120.0
1174,91321,1770.0
1175,91321,520.0
1176,91324,5100.0
1177,91324,2770.0
1178,91324,1540.0
1179,91324,1070.0
1180,91324,1600.0
1181,91324,490.0
1182,91325,5870.0
1183,91325,3260.0
1184,91325,1820.0
1185,91325,1140.0
1186,91325,1900.0
1187,91325,710.0
1188,91326,4430.0
1189,91326,2630.0
1190,91326,1890.0
1191,91326,1560.0
1192,91326,3660.0
1193,91326,1830.0
1194,91331,21860.0
1195,91331,12330.0
1196,91331,4480.0
1197,91331,1760.0
1198,91331,1090.0
1199,91331,60.0
1200,91335,15500.0
1201,91335,8670.0
1202,91335,4040.0
1203,91335,2240.0
1204,91335,2290.0
1205,91335,260.0
1206,91340,6990.0
1207,91340,4360.0
1208,91340,1780.0
1209,91340,690.0
1210,91340,460.0
1211,91340,50.0
1212,91342,16550.0
1213,91342,10790.0
1214,91342,5340.0
1215,91342,2850.0
1216,91342,3240.0
1217,91342,310.0
1218,91343,11740.0
1219,91343,5890.0
1220,91343,2880.0
1221,91343,1770.0
1222,91343,2360.0
1223,91343,300.0
1224,91344,8170.0
1225,91344,5090.0
1226,91344,3400.0
1227,91344,2420.0
1228,91344,4110.0
1229,91344,1060.0
1230,91345,3530.0
1231,91345,2290.0
1232,91345,1200.0
1233,91345,730.0
1234,91345,690.0
1235,91345,60.0
1236,91350,4590.0
1237,91350,2590.0
1238,91350,2170.0
1239,91350,1940.0
1240,91350,3940.0
1241,91350,810.0
1242,91351,5710.0
1243,91351,3470.0
1244,91351,2160.0
1245,91351,1480.0
1246,91351,2070.0
1247,91351,240.0
1248,91352,10140.0
1249,91352,5680.0
1250,91352,2220.0
1251,91352,1020.0
1252,91352,1010.0
1253,91352,180.0
1254,91354,3320.0
1255,91354,1740.0
1256,91354,1620.0
1257,91354,1600.0
1258,91354,3820.0
1259,91354,1150.0
1260,91355,4180.0
1261,91355,2630.0
1262,91355,2290.0
1263,91355,1910.0
1264,91355,3360.0
1265,91355,1090.0
1266,91356,4830.0
1267,91356,2740.0
1268,91356,1640.0
1269,91356,1050.0
1270,91356,1850.0
1271,91356,1690.0
1272,91360,6550.0
1273,91360,3760.0
1274,91360,2460.0
1275,91360,1940.0
1276,91360,4060.0
1277,91360,1510.0
1278,91361,2750.0
1279,91361,1530.0
1280,91361,1120.0
1281,91361,930.0
1282,91361,2060.0
1283,91361,2020.0
1284,91362,5000.0
1285,91362,2750.0
1286,91362,2000.0
1287,91362,1510.0
1288,91362,3430.0
1289,91362,2840.0
1290,91364,3840.0
1291,91364,2030.0
1292,91364,1510.0
1293,91364,1250.0
1294,91364,2680.0
1295,91364,1800.0
1296,91367,6060.0
1297,91367,3760.0
1298,91367,3000.0
1299,91367,2150.0
1300,91367,3660.0
1301,91367,1640.0
1302,91377,1880.0
1303,91377,870.0
1304,91377,750.0
1305,91377,610.0
1306,91377,1560.0
1307,91377,1110.0
1308,91381,2200.0
1309,91381,1140.0
1310,91381,950.0
1311,91381,820.0
1312,91381,2030.0
1313,91381,1240.0
1314,91384,3050.0
1315,91384,1830.0
1316,91384,1300.0
1317,91384,1140.0
1318,91384,2330.0
1319,91384,470.0
1320,91387,6360.0
1321,91387,3850.0
1322,91387,2640.0
1323,91387,1920.0
1324,91387,3260.0
1325,91387,910.0
1326,91390,2480.0
1327,91390,1170.0
1328,91390,940.0
1329,91390,900.0
1330,91390,2180.0
1331,91390,760.0
1332,91401,8080.0
1333,91401,4200.0
1334,91401,1970.0
1335,91401,1090.0
1336,91401,1670.0
1337,91401,650.0
1338,91402,15390.0
1339,91402,7430.0
1340,91402,2610.0
1341,91402,1110.0
1342,91402,870.0
1343,91402,70.0
1344,91403,3800.0
1345,91403,2640.0
1346,91403,1820.0
1347,91403,1280.0
1348,91403,2120.0
1349,91403,1700.0
1350,91405,11840.0
1351,91405,5820.0
1352,91405,2080.0
1353,91405,920.0
1354,91405,920.0
1355,91405,150.0
1356,91406,10760.0
1357,91406,6080.0
1358,91406,2840.0
1359,91406,1550.0
1360,91406,1910.0
1361,91406,320.0
1362,91411,4760.0
1363,91411,2590.0
1364,91411,1230.0
1365,91411,630.0
1366,91411,840.0
1367,91411,260.0
1368,91423,5070.0
1369,91423,3380.0
1370,91423,2340.0
1371,91423,1560.0
1372,91423,2490.0
1373,91423,1810.0
1374,91436,2130.0
1375,91436,1070.0
1376,91436,760.0
1377,91436,650.0
1378,91436,1710.0
1379,91436,2880.0
1380,91501,3400.0
1381,91501,2180.0
1382,91501,1490.0
1383,91501,900.0
1384,91501,1290.0
1385,91501,470.0
1386,91502,2290.0
1387,91502,1510.0
1388,91502,750.0
1389,91502,420.0
1390,91502,430.0
1391,91502,80.0
1392,91504,4100.0
1393,91504,2630.0
1394,91504,1770.0
1395,91504,1240.0
1396,91504,1900.0
1397,91504,660.0
1398,91505,5080.0
1399,91505,3670.0
